Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
Dr. Shoaib Padaria Fakhruddin,"MBBS, MD - General Medicine, DNB - Cardiology",Cardiologist,40 years experience overall,"Tardeo,",Mumbai,82%,12 Patient Stories,₹1500
Dr. Ganesh Kumar A.V,"DM - Cardiology, DNB - Cardiology, MD - Medicine, FACC, Fellowship In Interventional  Cardiology",Cardiologist,20 years experience overall,"Powai,",Mumbai,90%,6 Patient Stories,₹2600
Dr. Snehal Kothari,"MBBS, MRCP (UK), CCT - Cardiology",Cardiologist,21 years experience overall,"Mahim,",Mumbai,99%,69 Patient Stories,₹1800
Dr. Harin Vyas,"MBBS, MD - Medicine, DNB - Cardiology",Cardiologist,16 years experience overall,"Mulund West,",Mumbai,100%,2 Patient Stories,₹2000
Dr. Chetan Bhambure,"BSc. - Home Science (Applied Nutrition), Post Graduate Diploma in Clinical Nutrition & Dietetics",Cardiologist,25 years experience overall,"Mira Road,",Mumbai,88%,7 Patient Stories,₹1000
Ms. Richa Doshi,"BSc - Dietitics / Nutrition, Post Graduate Diploma in Sports Nutrition",Dietitian/Nutritionist,12 years experience overall,"Kandivali West,",Mumbai,98%,175 Patient Stories,₹800
Ms. Nisha Singh,Post Graduation Diploma in Dietetics,Dietitian/Nutritionist,22 years experience overall,"Powai,",Mumbai,99%,32 Patient Stories,₹1200
Ms. Meghna Parekh Sheth,Post Graduate In Food Science And Nutrition,Dietitian/Nutritionist,25 years experience overall,"Kandivali West,",Mumbai,95%,125 Patient Stories,₹500
Ms. Mitalee Doshi,Post Graduate Diploma in Sports Nutrition,Dietitian/Nutritionist,14 years experience overall,"Mulund West,",Mumbai,98%,39 Patient Stories,₹800
Ms. Deepa Nandy,MSc - Clinical Nutrition and Dietetics,Dietitian/Nutritionist,15 years experience overall,"Andheri West,",Mumbai,100%,80 Patient Stories,₹2500
Ms. Khusboo Maheshwari,"BHMS, Diploma in Diet and Nutrition",Dietitian/Nutritionist,8 years experience overall,"Mira Bhayandar,",Mumbai,99%,85 Patient Stories,₹1000
Dr. Pratibha Singhal,BSc - Dietitics / Nutrition,Dietitian/Nutritionist,17 years experience overall,"Kandivali East,",Mumbai,99%,96 Patient Stories,₹800
Ms. Pushpa Ladsariya,PG Diploma in Dietitics and Hospital Food Service,Dietitian/Nutritionist,17 years experience overall,"Worli,",Mumbai,99%,37 Patient Stories,₹1500
Ms. Jennifer Dhuri,"Post Graduation Diploma in Dietetics, B.Sc. - Home Science (Food & Nutrition)",Dietitian/Nutritionist,24 years experience overall,"Powai,",Mumbai,98%,9 Patient Stories,₹2500
Ms. Kamna Bhandari,"MBBS, MD - Medicine, DM - Gastroenterology",Dietitian/Nutritionist,24 years experience overall,"Khar West,",Mumbai,99%,111 Patient Stories,₹2200
Dr. Bhooshan Pandit,"MBBS, DNB - General Surgery, DNB - Surgical Gastroenterology",Gastroenterologist,20 years experience overall,"Powai,",Mumbai,90%,65 Patient Stories,₹1600
Dr. Imran Shaikh,"MBBS, DM - Gastroenterology",Gastroenterologist,17 years experience overall,"Mira Road,",Mumbai,100%,14 Patient Stories,₹1050
Dr. Purushottam Vashistha,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, Fellowship in Abdominal Transplant Surgery",Gastroenterologist,20 years experience overall,"Powai,",Mumbai,87%,76 Patient Stories,₹1600
Dr. Gaurav Nitin Chaubal,"MBBS, DNB - General Medicine, DNB - Gastroenterology, CCST - Gastroenterology",Gastroenterologist,18 years experience overall,"Parel,",Mumbai,100%,6 Patient Stories,₹1850
Dr. Keyur A Sheth,"MBBS, DNB - Gastroenterology",Gastroenterologist,20 years experience overall,"Chembur,",Mumbai,89%,39 Patient Stories,₹1500
Dr. Aruna Pradeep Bhave,"MBBS, MD - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",Gastroenterologist,43 years experience overall,"Mulund West,",Mumbai,75%,1 Patient Story,₹2000
Dr. Geeta Malkan Billa,"MBBS, MD - General Medicine, DNB - Gastroenterology",Gastroenterologist,31 years experience overall,"Powai,",Mumbai,92%,20 Patient Stories,₹1600
Dr. Nimish P. Shah,"MBBS, MD - General Medicine, DNB - Gastroenterology",Gastroenterologist,15 years experience overall,"Mulund West,",Mumbai,63%,5 Patient Stories,₹1500
Dr. Vinay Kumar Dhir,"MBBS, MD - General Medicine, DM - Gastroenterology",Gastroenterologist,39 years experience overall,"Mahim,",Mumbai,75%,6 Patient Stories,₹2300
Dr. Pratik Tibdewal,"MD - Medicine, DNB - Neurology, MBBS",Gastroenterologist,14 years experience overall,"Malad,",Mumbai,71%,12 Patient Stories,₹1200
Dr. Sureka Dhara Shrikant,"MBBS, DNB - General Medicine, DM - Neurology",Neurologist,17 years experience overall,"Mulund West,",Mumbai,100%,3 Patient Stories,₹2000
Dr. Shirish Hastak,"MBBS, MD - General Medicine, DNB - Neurology",Neurologist,42 years experience overall,"Parel,",Mumbai,100%,11 Patient Stories,₹4100
Dr. Adukia Sachin Ajitkumar,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,13 years experience overall,"Powai,",Mumbai,100%,,₹1600
Dr. Sunanda Anand,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,29 years experience overall,"Mahim,",Mumbai,100%,16 Patient Stories,₹2800
Dr. Ramesh Patankar,"MBBS, DNB - General Medicine, DNB - Neurology",Neurologist,38 years experience overall,"Chembur East,",Mumbai,79%,20 Patient Stories,₹1500
Dr. Pavan Pai,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Neurologist,15 years experience overall,"Mira Road,",Mumbai,,,₹1000
Dr. Abhidha Shah,"DM - Neurology, MD - General Medicine, MBBS",Neurologist,14 years experience overall,"Colaba,",Mumbai,,,₹2500
Dr. Pradeep Tiwari,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,6 years experience overall,"Chembur,",Mumbai,100%,,₹1000
Dr. Prashant Makhija,"MBBS, MS - General Surgery, DNB - Neurosurgery",Neurologist,18 years experience overall,"Mumbai Central,",Mumbai,92%,11 Patient Stories,₹2000
Dr. Darpan J. Thakre,"MBBS, MS - General Surgery, MCh - Neuro Surgery, FCPS - General Surgery",Neurologist,14 years experience overall,"Mahim,",Mumbai,71%,4 Patient Stories,₹2500
Dr. Sachin Ashokrao Giri,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Neurosurgeon,12 years experience overall,"Powai,",Mumbai,100%,2 Patient Stories,₹1600
Dr. Saurav Samantray,"MBBS, Fellow Of National Board In Neurovascular Intervention, DNB - Neurosurgery",Neurosurgeon,17 years experience overall,"Santacruz West,",Mumbai,,,₹2000
Dr. Neeraj Singh,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Neurosurgeon,14 years experience overall,"Mulund West,",Mumbai,,,₹2000
Dr. D. P. Muzumdar,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Neurosurgeon,32 years experience overall,"Mahim,",Mumbai,100%,2 Patient Stories,₹1300
Dr. Abhidha Shah,"MBBS, MS - General Surgery, DNB - Neurosurgery",Neurosurgeon,14 years experience overall,"Colaba,",Mumbai,,,₹2500
Dr. Batuk Diyora,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Neurosurgeon,22 years experience overall,"Mahim,",Mumbai,,,₹1800
Dr. Ajit Mishra,"MBBS, DNB - General Surgery, DNB - Neurosurgery",Neurosurgeon,12 years experience overall,"Malad West,",Mumbai,100%,2 Patient Stories,₹1200
Dr. Smita Thorve,"DNB - Neurosurgery, MS - General Surgery, MBBS",Neurosurgeon,8 years experience overall,"Chembur East,",Mumbai,,,₹1200
Dr. Vivek Patel,"MBBS, MS - General Surgery, DNB - Neurosurgery",Neurosurgeon,5 years experience overall,"Borivali West,",Mumbai,,,₹1500
Dr. Darpan J. Thakre,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine, Diploma in Tuberculosis and Chest Diseases (DTCD), MRCP (UK), FCCP - Pulmonary Medicine",Neurosurgeon,14 years experience overall,"Mahim,",Mumbai,71%,4 Patient Stories,₹2500
Dr. Vikas Punamiya,"MBBS, DNB - Respiratory Diseases",Pulmonologist,18 years experience overall,"Mahim,",Mumbai,100%,1 Patient Story,₹1800
Dr. Harish Chafle,"MBBS, DNB - Respiratory Diseases",Pulmonologist,13 years experience overall,"Parel,",Mumbai,,,₹2100
Dr. Sarthak Rastogi,"MBBS, MD - Respiratory Medicine",Pulmonologist,14 years experience overall,"Chembur East,",Mumbai,100%,10 Patient Stories,₹800
Dr. Prem,"DNB - Pulmonary Medicine, MBBS, DNB - Respiratory Diseases, FCCP - Pulmonary Medicine",Pulmonologist,8 years experience overall,"Bhandup West,",Mumbai,,,₹1000
Dr. Pankaj K Bang,"MBBS, DNB - General Surgery, Diploma in Laparoscopy",Pulmonologist,13 years experience overall,"Malad West,",Mumbai,67%,2 Patient Stories,₹1500
Dr. Hemal Bhagat,"MBBS, MS - General Surgery",Bariatric Surgeon,28 years experience overall,"Andheri West,",Mumbai,98%,381 Patient Stories,₹2000
Dr. Muffazal Lakdawala,"MBBS, MS - General Surgery",Bariatric Surgeon,31 years experience overall,"Worli,",Mumbai,97%,92 Patient Stories,₹4000
Dr. Brijesh Dube,"MD - General Medicine, MBBS, DNB - Rheumatology",Bariatric Surgeon,24 years experience overall,"Malad West,",Mumbai,,,₹1000
Dr. Isha Sood,"BDS, MDS - Periodontics",Rheumatologist,14 years experience overall,"Borivali West,",Mumbai,100%,1 Patient Story,₹1200
Dr. Karthikeyan B.V,"BDS, MDS - Oral Medicine and Radiology",Dentist,22 years experience overall,"Yelahanka,",Bangalore,92%,474 Patient Stories,₹300
Dr. Aman Sodhi,"BDS, MDS - Oral Medicine and Radiology",Dentist,20 years experience overall,"Arekere,",Bangalore,99%,331 Patient Stories,₹300
Dr. M. R. Pujari,BDS,Dentist,16 years experience overall,"Marathahalli,",Bangalore,96%,1423 Patient Stories,₹200
Dr. Umesh B M,"BDS, MDS - Conservative Dentistry & Endodontics",Dentist,17 years experience overall,"JP Nagar 6 Phase,",Bangalore,100%,149 Patient Stories,₹300
Dr. Abhinav Diwan,"BDS, Diploma in Implanthology",Dentist,23 years experience overall,"Horamavu,",Bangalore,99%,144 Patient Stories,₹400
Dr. Pramod Kumar Pillai,"BDS, MDS - Prosthodontics",Dentist,15 years experience overall,"RT Nagar,",Bangalore,100%,16 Patient Stories,₹400
Dr. (Col) M. C. Sharma,"BDS, MDS - Prosthodontist And Crown Bridge",Dentist,36 years experience overall,"Frazer Town,",Bangalore,96%,388 Patient Stories,₹500
Dr. Bharath Shetty,BDS,Dentist,23 years experience overall,"HSR Layout,",Bangalore,96%,183 Patient Stories,₹300
Dr. Priya Verma,BDS,Dentist,26 years experience overall,"Whitefield,",Bangalore,97%,239 Patient Stories,₹500
Dr. Adarsha Kannan,"MBBS, DGO, DNB - Obstetrics & Gynecology",Dentist,27 years experience overall,"Seegehalli,",Bangalore,96%,56 Patient Stories,₹400
Dr. K. Sushmita,"MBBS, MS - Obstetrics & Gynaecology, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK)",Gynecologist/Obstetrician,20 years experience overall,"Sahakaranagar,",Bangalore,98%,427 Patient Stories,₹850
Dr. N Shailaja,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)",Gynecologist/Obstetrician,21 years experience overall,"JP Nagar 8 Phase,",Bangalore,98%,701 Patient Stories,₹400
Dr. Aruna Muralidhar,"MBBS, DGO",Gynecologist/Obstetrician,25 years experience overall,"Jayanagar 5 Block,",Bangalore,99%,468 Patient Stories,₹600
Dr. M. Gowri,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)",Gynecologist/Obstetrician,32 years experience overall,"HSR Layout,",Bangalore,91%,269 Patient Stories,₹600
Dr. Radha S Rao,"MBBS, DGO, DNB - Obstetrics & Gynecology",Gynecologist/Obstetrician,23 years experience overall,"Jayanagar 5 Block,",Bangalore,98%,183 Patient Stories,₹700
Dr. Manjula Deepak,"MBBS, MS - Obstetrics & Gynaecology",Gynecologist/Obstetrician,19 years experience overall,"HRBR Layout,",Bangalore,100%,955 Patient Stories,₹850
Dr. Jyothi Patil,"MBBS, MS - Obstetrics & Gynaecology",Gynecologist/Obstetrician,17 years experience overall,"Whitefield,",Bangalore,98%,137 Patient Stories,₹600
Dr. Sneha Rajiv,"MBBS, DNB - Obstetrics & Gynecology",Gynecologist/Obstetrician,12 years experience overall,"Nagasandra,",Bangalore,97%,241 Patient Stories,₹400
Dr. Rituparna Bera,"MBBS, MS - Obstetrics & Gynaecology",Gynecologist/Obstetrician,12 years experience overall,"Hennur,",Bangalore,100%,482 Patient Stories,₹400
Dr. Vani R,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics, FRCPCH",Gynecologist/Obstetrician,25 years experience overall,"Basavanagudi,",Bangalore,96%,178 Patient Stories,₹500
Dr. Suneela Nayak,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, DM - Pediatric Neurology",Pediatrician,22 years experience overall,"Bannerghatta Road,",Bangalore,97%,32 Patient Stories,₹1100
Dr. Vykunta Raju K. N,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",Pediatrician,23 years experience overall,"Jayanagar,",Bangalore,97%,764 Patient Stories,₹550
Dr. Supraja Chandrasekar,"MBBS, MD - Pediatrics, Diplomate of the American Board of Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",Pediatrician,19 years experience overall,"Yeshwanthpur,",Bangalore,98%,98 Patient Stories,₹850
Dr. Usha Mallinath,"MBBS, Diplomate of the American Board of Paediatrics",Pediatrician,21 years experience overall,"Whitefield,",Bangalore,96%,150 Patient Stories,₹900
Dr. Meena Venkatraman,"MBBS, MD - Pediatrics, DNB - Paediatrics, Fellowship in Neonatology",Pediatrician,20 years experience overall,"Old Airport Road,",Bangalore,98%,200 Patient Stories,₹900
Dr. Deepti T Nair,"MBBS, Diploma in Child Health (DCH)",Pediatrician,22 years experience overall,"Bellandur,",Bangalore,98%,113 Patient Stories,₹850
Dr. Anjana K Patil,"MBBS, DNB - Paediatrics",Pediatrician,28 years experience overall,"Electronics City,",Bangalore,98%,81 Patient Stories,₹700
Dr. Nandini Nagar,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), Diploma in Child Health (DCH)",Pediatrician,26 years experience overall,"Jayanagar,",Bangalore,97%,91 Patient Stories,₹600
Dr. Sreenath S Manikanti,"MD - Pediatrics, MBBS",Pediatrician,27 years experience overall,"Koramangala,",Bangalore,98%,496 Patient Stories,₹600
Dr. Meghna Manocha,"MBBS, MS - Orthopaedics",Pediatrician,20 years experience overall,"Old Airport Road,",Bangalore,97%,134 Patient Stories,₹900
Dr. Subodh M Shetty,"MBBS, MS - Orthopaedics",Orthopedist,30 years experience overall,"Koramangala,",Bangalore,89%,67 Patient Stories,₹600
Dr. Pavan Chebbi,"MBBS, MS - Orthopaedics",Orthopedist,19 years experience overall,"BTM Layout 1st Stage,",Bangalore,98%,192 Patient Stories,₹700
Dr. Balasubramanyam PR,"MBBS, DNB - Orthopedics/Orthopedic Surgery",Orthopedist,23 years experience overall,"Rajarajeshwarinagar,",Bangalore,99%,220 Patient Stories,₹600
Dr. Ajay Rao,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics",Orthopedist,23 years experience overall,"Basaveshwaranagar,",Bangalore,100%,41 Patient Stories,₹500
Dr. Mahesh Channabasappa Gonchikar,"MBBS, MS - Orthopaedics",Orthopedist,28 years experience overall,"Malleswaram,",Bangalore,100%,25 Patient Stories,₹850
Dr. Prabhakar V,"MBBS, MS - Orthopaedics",Orthopedist,14 years experience overall,"KR Puram,",Bangalore,94%,47 Patient Stories,₹399
Dr. Sunil N,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Orthopedist,10 years experience overall,"Panathur,",Bangalore,100%,41 Patient Stories,₹550
Dr. Deepak N Inamdar,"MBBS, FRCS - Trauma & Orthopedic Surgery, MRCS (UK)",Orthopedist,24 years experience overall,"Jayanagar 3 Block,",Bangalore,94%,106 Patient Stories,₹600
Dr. Rajan.V.G.,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Orthopedist,26 years experience overall,"Kammana Halli,",Bangalore,94%,64 Patient Stories,₹900
Dr. Anil Patil,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,13 years experience overall,"Vijayanagar,",Bangalore,99%,124 Patient Stories,₹500
Dr. Renu Nair,"MBBS, DDVL",Dermatologist,14 years experience overall,"HSR Layout,",Bangalore,97%,128 Patient Stories,₹600
Dr. Sujaya S.N.,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",Dermatologist,18 years experience overall,"HRBR Layout,",Bangalore,98%,122 Patient Stories,₹600
Dr. K C Dharam Kumar,"MBBS, MD - Dermatology",Dermatologist,8 years experience overall,"JP Nagar,",Bangalore,99%,144 Patient Stories,₹750
Dr. Swagata Chakrabarty,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",Dermatologist,12 years experience overall,"Indiranagar,",Bangalore,89%,6 Patient Stories,₹650
Dr. Abhilasha M D,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,8 years experience overall,"JP Nagar,",Bangalore,97%,116 Patient Stories,₹750
Dr. Swetha Gutha,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,11 years experience overall,"Harlur,",Bangalore,97%,97 Patient Stories,₹500
Dr. Poovamma A S,"MBBS, DDVL",Dermatologist,8 years experience overall,"HSR Layout,",Bangalore,95%,15 Patient Stories,₹600
Dr. Aishwarya Radhakrishna,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",Dermatologist,14 years experience overall,"Jayanagar 5 Block,",Bangalore,91%,46 Patient Stories,₹600
Dr. Shishira R J,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,10 years experience overall,"HSR Layout,",Bangalore,94%,225 Patient Stories,₹1000
Dr. Namrata Singh,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",Dermatologist,9 years experience overall,"HSR Layout,",Bangalore,100%,18 Patient Stories,₹600
Dr. Subodh  Kumar Mahato   (Physiotherapist),BPTh/BPT,Physiotherapist,9 years experience overall,"Dasarahalli,",Bangalore,100%,23 Patient Stories,₹500
Dr. Pavithra S   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",Physiotherapist,5 years experience overall,"HRBR Layout,",Bangalore,100%,1 Patient Story,₹350
Dr. Swathi   (Physiotherapist),BPTh/BPT,Physiotherapist,10 years experience overall,"Malleswaram,",Bangalore,100%,18 Patient Stories,₹700
Dr. Bhagya Sri   (Physiotherapist),Masters of Physiotheraphy,Physiotherapist,4 years experience overall,"Whitefield,",Bangalore,100%,4 Patient Stories,₹300
Dr. Gaurav Sheel   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",Physiotherapist,12 years experience overall,"Kundalahalli,",Bangalore,94%,15 Patient Stories,₹500
Dr. Jyoti Raghavendra   (Physiotherapist),BPTh/BPT,Physiotherapist,16 years experience overall,"Marathahalli,",Bangalore,94%,178 Patient Stories,₹400
Dr. Mahesh G   (Physiotherapist),"MPTh/MPT - Paediatric Physiotherapy, BPTh/BPT",Physiotherapist,15 years experience overall,"Jayanagar,",Bangalore,98%,361 Patient Stories,₹500
Dr. Anant Kumar Bairagi   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Paediatric Physiotherapy",Physiotherapist,12 years experience overall,"Nagarbhavi,",Bangalore,100%,4 Patient Stories,₹400
Dr. Shilpi Sarthi   (Physiotherapist),BPTh/BPT,Physiotherapist,15 years experience overall,"Hennur,",Bangalore,93%,12 Patient Stories,₹400
Dr. Riddi Suvarna   (Physiotherapist),"MS - Obstetrics & Gynaecology, MBBS",Physiotherapist,5 years experience overall,"Banashankari 2nd Stage,",Bangalore,100%,3 Patient Stories,₹750
